timestamp,Compound_V_Vials_open,Compound_V_Vials_high,Compound_V_Vials_low,Compound_V_Vials_close,Compound_V_Vials_volume,Heisenberg_Crystals_open,Heisenberg_Crystals_high,Heisenberg_Crystals_low,Heisenberg_Crystals_close,Heisenberg_Crystals_volume,Infinity_Stones_open,Infinity_Stones_high,Infinity_Stones_low,Infinity_Stones_close,Infinity_Stones_volume,Pieces_Of_Eight_open,Pieces_Of_Eight_high,Pieces_Of_Eight_low,Pieces_Of_Eight_close,Pieces_Of_Eight_volume,Solaris_Stardust_open,Solaris_Stardust_high,Solaris_Stardust_low,Solaris_Stardust_close,Solaris_Stardust_volume,Valyrian_Steel_open,Valyrian_Steel_high,Valyrian_Steel_low,Valyrian_Steel_close,Valyrian_Steel_volume,Jack,Queen,Ace,King,Black_Joker,Red_Joker
82,916.0512,921.2161,914.3158,921.0091,6636,99.8605,100.3371,99.821,100.2747,651.9,100.5123,100.52,100.2246,100.2604,5708.29,90.6131,90.8349,84.4839,90.7986,1888,1024.2332,1028.1799,1024.0863,1027.3395,8362,993.5527,993.5527,980.1342,986.4161,582.38,0,0,0,0,0,0
83,921.0091,921.6073,913.3153,914.7702,1969,100.5356,100.6955,100.1532,100.5774,275.3,100.2604,102.1982,100.1178,102.0936,9174.69,90.7986,91.8758,90.6431,91.8187,1969,1027.3395,1029.5391,1021.8345,1022.7873,7571,987.1069,993.1317,983.7621,989.4476,581.73,0,0,0,0,0,0
84,914.7702,918.3169,912.9929,916.8645,7359,100.5618,100.7223,100.5072,100.5854,392.2,102.0936,102.178,101.0211,101.1335,9055.16,91.8187,91.9694,91.3988,91.5073,1559,1022.7873,1023.1549,1019.5363,1020.0967,5198,992.75,1001.0728,990.2854,999.9059,579.85,0,0,0,0,-1,0
85,916.8645,918.8013,915.8828,918.1914,48,100.494,100.6758,100.4573,100.5562,1137.8,101.1335,101.4147,100.9683,101.0835,11025.94,91.5073,91.5897,91.0471,91.0548,1416,1020.0967,1020.6256,1017.6154,1019.8914,4294,1009.0608,1025.7329,1008.6874,1025.7329,580.5,0,0,-1,0,0,0
86,918.1914,918.3439,913.0404,914.5536,2649,100.6791,100.7224,100.2026,100.2965,1470.7,101.0835,101.9653,100.8735,101.8778,12214.33,91.0548,91.1448,90.8668,90.8998,1000,1019.8914,1022.1553,1016.583,1018.0407,11074,1021.448,1026.1911,1020.2273,1020.2273,585.95,0,0,0,0,0,0
87,914.5536,919.2934,913.8877,917.6757,9682,99.9551,100.3143,99.7661,99.9364,1160.9,101.8778,104.5481,101.7193,104.2565,8262.07,90.8998,91.4188,90.815,91.2714,1641,1018.0407,1020.2965,1009.2167,1010.3633,10622,1020.8017,1029.8865,1018.5802,1029.8865,587.6,-1,0,0,0,0,-1
88,917.6757,918.9715,917.659,918.4968,5462,100.2376,100.3828,99.7192,100.3465,1775,104.2565,104.5132,100.9493,101.1212,7459.8,91.2714,91.3367,90.9787,91.0571,1815,1010.3633,1013.1714,1008.9927,1012.2558,4972,1035.2223,1038.5453,1027.1256,1027.1256,585.29,0,0,0,0,0,0
89,918.4968,919.5698,917.3262,917.4647,3133,100.4382,100.8019,99.9505,100.6986,2419.5,101.1212,103.1082,100.6432,103.0953,6681.74,91.0571,97.5435,90.8781,91.4258,1790,1012.2558,1023.5882,1010.511,1022.0387,7910,1024.2871,1033.0199,1024.2871,1031.3544,564.4,0,-1,0,0,0,0
90,917.4647,919.164,917.1299,919.0716,5083,100.5456,100.9504,100.4571,100.794,1213,103.0953,103.4252,100.4567,100.6486,12800.6,91.4258,92.5551,91.3628,92.5002,1198,1022.0387,1024.2344,1010.6701,1012.7574,6780,1034.0024,1035.2978,1026.0813,1034.9867,580.02,0,0,1,0,0,-1
91,919.0716,920.7953,916.2289,917.5733,9727,100.5884,100.996,100.5413,100.7895,1368.1,100.6486,101.0685,100.2655,100.9887,10023.6,92.5002,92.6679,92.0391,92.1778,1759,1012.7574,1021.8046,1010.4771,1018.9827,1113050,1036.1724,1038.4061,1028.6352,1029.6931,580.53,0,0,0,0,0,0
92,917.5733,918.9291,917.2792,917.8666,456,100.7177,101.0548,100.2498,100.5085,1683,100.9887,101.0418,99.0179,99.2124,8986.81,92.1778,92.3265,91.6387,91.7328,1407,1018.9827,1022.1451,1016.0562,1021.3547,9153,1030.719,1034.7576,1017.5035,1022.1739,584.28,0,0,0,0,0,0
93,917.8666,918.3595,914.7817,915.9893,2643,100.6244,100.7656,100.1235,100.282,776.9,99.2124,99.2803,96.8839,97.005,5452.48,91.7328,91.7643,91.2051,91.3854,1445,1021.3547,1024.6915,1020.2621,1023.6956,4294,1019.6441,1031.8006,1016.8132,1016.8132,579.5,1,0,0,0,-1,0
94,915.9893,916.178,915.1245,915.2736,228,100.1219,100.374,100.0285,100.1997,1420.2,97.005,100.1693,96.657,100.0997,9800.66,91.3854,91.5961,91.3611,91.5346,1154,1023.6956,1028.5301,1023.6525,1025.744,5537,1014.6135,1022.6247,1012.8182,1014.8756,579.3,0,0,0,0,0,0
95,915.2736,916.1468,913.3792,914.2197,2723,100.6932,100.7098,100.2335,100.5265,2054.9,100.0997,102.087,99.9847,101.8553,13611.81,91.5346,91.7484,91.3669,91.73,1626,1025.744,1030.7532,1023.1047,1028.2077,6893,1015.1812,1029.8203,1015.1812,1028.1827,572.27,0,0,0,0,0,0
96,914.2197,914.5981,912.9921,913.8101,1195,100.7474,100.9497,100.4982,100.7211,1357.4,101.8553,103.1436,101.5281,102.9726,13666.6,91.73,91.9455,91.5795,91.8255,1887,1028.2077,1032.3703,1027.5855,1030.5968,10396,1026.4163,1041.9023,1022.8391,1041.9023,578.53,0,0,0,0,0,0
97,913.8101,917.5832,912.6899,916.042,5416,100.8987,100.9387,100.6856,100.7457,785.4,102.9726,104.091,102.7207,103.9344,9237.21,91.8255,91.9617,91.3872,91.3902,1295,1030.5968,1032.9652,1029.1568,1032.9325,7458,1039.0864,1047.5755,1036.3176,1036.3176,584.06,-1,0,0,0,0,0
98,916.042,917.3561,911.494,912.8538,8596,100.8264,100.8322,100.6803,100.7235,1880.7,103.9344,104.4309,103.9319,104.3645,11905.59,91.3902,97.5435,91.2162,91.3779,1519,1032.9325,1036.3321,1030.8866,1035.3749,5989,1027.7969,1027.7969,1021.2734,1021.2734,583.15,0,0,-1,0,1,0
99,912.8538,914.8879,912.2098,913.7985,338,100.1888,100.8572,100.1591,100.2674,1680.7,104.3645,104.4982,103.3978,103.5372,6793.13,91.3779,91.3899,89.6738,89.7269,1112,1035.3749,1039.036,1034.0913,1037.7797,3277,1022.2176,1022.2176,1010.8791,1010.8791,580.49,0,0,0,0,0,-1
100,913.7985,915.0906,913.1355,914.2974,581,100.2518,100.3598,99.6029,99.8264,859,103.5372,103.6624,102.6848,102.7724,12851.85,89.7269,90.1492,89.6942,90.0632,1613,1037.7797,1041.7873,1035.308,1040.3057,4972,1013.2481,1014.2923,994.3808,996.9264,570.3,0,0,0,0,0,0
101,914.2974,915.6003,913.3734,915.5917,7081,99.972,100.0036,99.5391,99.8779,925.9,102.7724,102.7885,102.4452,102.7402,6425,90.0632,96.0828,89.7025,89.8624,1080,1040.3057,1044.0666,1039.1049,1042.5224,8814,996.0593,996.0593,985.1277,985.1277,588.08,0,0,0,0,0,0
102,915.5917,917.8923,915.4315,917.2536,2242,100.4607,100.6814,99.4889,100.4781,1734.5,102.7402,102.8354,102.5766,102.741,7459.27,89.8624,90.0344,88.7131,88.8249,1511,1042.5224,1047.9306,1041.439,1045.1117,5198,988.8289,990.3709,985.8157,986.6625,571.48,0,0,0,0,0,0
103,917.2536,919.7848,917.0791,917.9874,9801,100.8838,101.2789,100.2814,101.0941,1633.7,102.741,104.501,102.452,104.3957,12124.15,88.8249,88.8446,88.2792,88.3854,1210,1045.1117,1050.3067,1044.4355,1047.7122,339,992.8237,995.9104,988.2303,993.1374,585.29,0,0,-1,0,-1,0
104,917.9874,920.2006,916.4401,919.441,280,100.8522,101.2242,100.5228,100.6595,1097,104.3957,106.7973,104.2741,106.7596,9133.8,88.3854,88.7245,88.3648,88.5903,1591,1047.7122,1051.186,1047.1216,1050.1442,2486,989.6829,989.6829,983.9343,988.6021,579.55,0,0,0,0,0,-1
105,919.441,922.5945,919.0976,921.5674,4677,100.5187,100.886,100.1755,100.3094,1054.7,106.7596,107.0124,106.0279,106.0798,12793.18,88.5903,88.7096,88.2612,88.289,1576,1050.1442,1054.9462,1047.5103,1052.5262,5650,996.6141,997.6232,985.4696,985.4696,582.69,1,0,0,0,0,0
106,921.5674,923.3019,918.0436,918.9373,8721,100.5199,100.6055,100.1545,100.4543,1260.7,106.0798,106.2647,105.3358,105.6703,13899.68,88.289,88.3878,88.1452,88.2156,1182,1052.5262,1057.4354,1051.3223,1054.7561,3955,984.5216,991.7264,983.1693,985.8935,575.97,0,0,0,0,0,0
107,918.9373,921.002,917.6763,920.2225,8352,100.6881,100.7891,100.3117,100.6227,692.4,105.6703,106.2477,105.5379,106.2185,8187.68,88.2156,88.7229,88.1597,88.5965,1882,1054.7561,1059.885,1054.1154,1057.2991,10057,983.9245,990.4185,979.556,979.556,582.42,0,0,0,0,0,0
108,920.2225,920.5717,918.0612,919.7892,9951,100.5909,100.8837,100.5403,100.6921,1130.3,106.2185,107.0656,106.2177,106.5664,13263.53,88.5965,94.616,88.2149,88.3249,1558,1057.2991,1060.8851,1055.9725,1059.447,5876,979.4406,986.4437,972.8609,973.7879,574.41,0,0,0,0,-1,-1
109,919.7892,923.9089,917.9607,922.5658,4584,100.2442,100.8975,100.1957,100.3898,2264.8,106.5664,106.6797,102.8516,103.3101,9775.27,88.3249,88.4816,87.9862,88.0316,1293,1059.447,1063.4927,1056.7948,1061.6602,7910,978.6569,978.6569,968.919,968.919,2579.85,1,0,0,0,0,0
110,922.5658,922.9497,920.9829,922.0324,7131,100.3098,100.4777,99.8401,100.0212,1722.7,103.3101,103.3938,101.5398,101.699,13717.25,88.0316,88.0835,86.9111,86.9438,1749,1061.6602,1066.939,1059.0812,1063.8386,339,964.552,976.594,963.5217,963.5217,522.35,0,0,0,0,0,0
111,922.0324,925.256,921.111,924.4841,2550,100.5185,100.5815,99.9473,100.4896,1589.2,101.699,101.9091,100.3271,100.3663,6581.17,86.9438,87.1624,86.8745,87.1326,1017,1063.8386,1067.3382,1061.6117,1065.9701,4633,965.0419,977.3721,960.0828,977.3721,512.43,0,0,-1,0,0,0
112,924.4841,924.6397,922.5796,924.2577,8137,100.7851,100.94,100.3568,100.843,1970.4,100.3663,101.1676,100.0856,101.0269,10718.82,87.1326,87.405,87.005,87.2638,1634,1065.9701,1068.2343,1065.6547,1068.1037,1356,979.0404,998.9427,979.0404,997.167,516.37,0,0,0,0,0,0
113,924.2577,925.8015,923.755,925.6792,7415,100.8423,100.9608,100.5637,100.632,2101.9,101.0269,101.1046,97.0717,97.2387,11714.82,87.2638,87.2802,86.9361,87.0183,1481,1068.1037,1072.2315,1067.5264,1070.6998,7232,1000.4584,1022.171,1000.4584,1002.7917,519.11,0,0,0,0,0,0
114,925.6792,927.6003,925.2022,926.4882,865,100.4684,100.7186,100.263,100.3855,2262.4,97.2387,97.3319,96.8328,96.8884,7270.79,87.0183,87.079,86.8537,86.9106,1450,1070.6998,1075.2028,1068.2,1073.0118,7006,998.8425,1019.351,997.5546,1018.9955,513.36,0,0,0,0,0,0
115,926.4882,928.8863,925.8913,928.006,1819,100.5138,100.6918,100.268,100.6221,1690.8,96.8884,97.4667,96.7645,97.4362,7497.49,86.9106,90.0076,83.7894,86.8159,1140,1073.0118,1077.7501,1072.6977,1075.5635,10396,1021.6161,1041.8411,1016.0665,1037.8269,529.03,0,0,0,0,0,1
116,928.006,929.1825,927.2289,927.7481,455,101.0343,101.0468,100.5488,100.9084,1676.8,97.4362,97.4721,96.9605,97.097,12374.11,86.8159,86.8732,85.8689,85.8785,1236,1075.5635,1080.9068,1074.954,1078.0406,3277,1032.8822,1032.8822,1020.1409,1024.7795,526.92,1,0,0,0,1,0
117,927.7481,928.9544,921.8593,923.2588,2425,101.0381,101.0616,100.8046,100.9314,2114.2,97.097,97.3853,96.2131,96.5967,7616.84,85.8785,86.0489,85.6201,85.7492,1244,1078.0406,1082.9697,1077.395,1082.0806,255154,1016.2028,1016.2028,986.3732,986.3732,522.06,0,0,-1,0,0,0
118,923.2588,927.6103,922.4085,927.2761,150,100.7965,100.992,100.7397,100.8172,1262.7,96.5967,98.3127,96.5775,98.0528,12730.34,85.7492,85.9744,85.6319,85.964,1349,1082.0806,1084.678,1079.5476,1084.6229,5424,982.4905,985.9114,971.0495,985.6817,521.98,0,0,0,0,0,0
119,927.2761,927.5179,890.0483,890.2512,7925,100.3239,100.8981,100.268,100.3268,1113.5,98.0528,99.74,97.6282,99.7356,10868.13,85.964,92.2963,85.9204,86.1437,1433,1084.6229,1090.4011,1083.4163,1087.1567,8136,979.237,979.237,969.4656,973.9071,525.15,0,0,0,0,0,0
120,890.2512,891.4083,879.8219,879.8704,1833,99.8989,100.3365,99.7338,99.8002,1923.9,99.7356,99.7948,98.1521,98.526,9407.28,86.1437,87.8066,86.1139,87.7132,1270,1087.1567,1091.7989,1086.6174,1089.5304,3390,971.5642,975.6652,957.005,959.4982,519.29,0,0,0,0,1,0
121,879.8704,880.9639,869.5146,870.0455,7390,99.6174,99.8551,99.5592,99.7074,1509.7,98.526,100.7467,98.3975,100.7012,8365.83,87.7132,88.2513,87.5599,88.1284,1777,1089.5304,1092.5607,1087.3527,1092.1086,3277,957.4852,962.2537,946.5496,962.2537,518.59,0,0,-1,0,0,0
122,870.0455,871.1715,859.2081,859.5061,5966,99.8396,100.1705,99.5332,100.0387,840.5,100.7012,100.87,99.9909,100.0916,11156.28,88.1284,88.2284,87.8279,87.8906,1266,1092.1086,1097.6544,1090.0097,1094.4756,904,963.0197,987.2517,963.0197,987.2517,518.42,-1,0,0,0,0,0
123,859.5061,860.1509,849.0826,849.9103,1702,100.2995,100.3254,99.7247,100.2368,1323.2,100.0916,101.2229,100.0185,101.123,9806.27,87.8906,88.2886,87.804,88.2022,1207,1094.4756,1098.1337,1091.2049,1096.9938,4520,990.8348,996.8733,988.1785,996.4208,526.57,0,0,0,0,0,1
124,849.9103,856.9438,849.5923,855.6144,7547,100.4057,100.4384,100.2345,100.4294,1382.3,101.123,101.3934,96.7486,96.7973,6191.61,88.2022,88.3193,87.9977,88.105,1591,1096.9938,1100.4119,1096.2056,1099.6529,5650,1000.7778,1006.301,994.6153,999.557,524.12,0,0,0,0,0,0
125,855.6144,857.8768,854.3414,856.0031,5276,99.9664,100.467,99.8839,100.1317,1193.3,96.7973,96.923,96.3552,96.7524,6107.65,88.105,88.6219,87.9547,88.4828,1642,1099.6529,1102.932,1098.9407,1102.085,9831,1007.8565,1014.8823,998.4622,1010.7198,532.07,0,0,0,0,0,0
126,856.0031,864.7682,854.6805,864.6616,7472,99.9349,100.3013,99.7079,99.9551,1617,96.7524,96.8664,96.4591,96.6922,11672.91,88.4828,88.6801,88.3276,88.6216,1688,1102.085,1104.9953,1100.3283,1104.6952,9605,1012.4202,1029.676,1012.4202,1029.676,521.9,0,0,0,0,0,0
127,864.6616,866.3099,860.5517,861.9732,2932,100.3827,100.4264,99.8196,100.3869,584.1,96.6922,96.8779,96.5618,96.6152,6320.69,88.6216,88.6783,88.4263,88.526,1369,1104.6952,1108.7343,1102.5491,1107.0514,452,1035.5975,1058.8583,1035.5975,1054.7177,527.45,0,0,0,0,0,0
128,861.9732,872.1725,860.9174,870.3631,8630,100.8173,101.1238,100.3333,100.9271,510.8,96.6152,96.7159,96.3914,96.5419,12271.85,88.526,94.5662,88.0078,88.1143,1934,1107.0514,1111.1225,1105.379,1109.3687,3051,1053.6894,1057.1239,1046.0789,1053.8669,523.34,1,0,1,0,0,0
129,870.3631,876.6733,869.3989,876.1271,7044,100.88,101.2123,100.7484,100.9138,1494.6,96.5419,96.82,96.4452,96.4811,7455.88,88.1143,88.1345,86.2618,86.3741,1531,1109.3687,1114.0507,1106.1356,1111.9333,11074,1060.1787,1060.3312,1050.6741,1050.6741,524.57,0,0,0,0,-1,-1
130,876.1271,877.4812,875.3155,876.3423,1059,100.3926,100.9653,100.0871,100.2197,2001.9,96.4811,96.6645,96.2448,96.4047,8396.58,86.3741,86.4322,86.0105,86.0287,1448,1111.9333,1116.3297,1110.0252,1114.4282,7797,1048.2536,1058.5986,1031.399,1031.752,518.47,0,0,0,0,0,0
131,876.3423,877.0461,873.5863,873.6639,5715,99.7131,100.3163,99.4958,99.5735,1729.6,96.4047,96.716,96.2214,96.3375,12996.38,86.0287,86.1579,85.9575,86.0393,1023,1114.4282,1117.1782,1113.8556,1116.6771,7797,1030.419,1040.6769,1027.4287,1036.8384,509.89,0,0,0,0,0,0
132,873.6639,883.8757,873.472,882.3038,4978,99.6929,99.7493,99.5213,99.5771,851.2,96.3375,96.6648,96.1424,96.2578,12824.94,86.0393,86.2074,85.8461,85.952,1565,1116.6771,1122.099,1115.9364,1119.4662,2825,1035.6369,1035.6369,1016.4716,1020.4474,525.19,0,0,0,0,0,0
133,882.3038,882.8881,881.2097,882.5981,3663,99.8365,100.2462,99.5211,100.1518,1480.8,96.2578,96.3233,96.1455,96.1787,10732.73,85.952,85.9549,79.4629,85.56,1394,1119.4662,1122.5135,1116.9719,1121.9709,3729,1008.0567,1010.239,1001.1642,1005.2864,523.42,0,0,0,0,0,0
134,882.5981,882.6065,878.228,879.7506,662,100.6932,100.7656,100.0462,100.6976,1923.2,96.1787,96.2405,96.1201,96.1221,7777.78,85.56,85.6238,84.4336,84.5113,1808,1121.9709,1125.0871,1119.3758,1124.4532,9492,1004.4123,1004.4123,988.2742,993.4827,524.11,-1,0,-1,0,0,-1
135,879.7506,888.3902,878.146,888.3108,5081,100.7117,100.8314,100.5996,100.679,615.1,96.1221,96.1753,95.907,96.1221,102683.71,84.5113,84.5163,84.155,84.2174,1104,1124.4532,1128.5132,1123.6125,1126.9755,10622,991.3673,994.3204,985.4756,985.9502,524.55,0,0,0,0,-1,0
136,888.3108,888.5413,888.1442,888.5039,1811,100.6406,100.8205,100.4838,100.6716,507.3,96.1221,99.0257,96.0985,98.8421,13936.33,84.2174,84.3797,77.8372,83.9276,1022,1126.9755,1129.6277,1125.9017,1129.6188,3503,993.0278,1008.3182,993.0278,1003.381,515.25,0,0,0,0,0,0
137,888.5039,898.3434,887.136,897.2453,960,100.801,100.8518,100.1147,100.3183,987.9,98.8421,99.2747,97.07,97.3013,8787.71,83.9276,83.973,82.2129,82.2917,1531,1129.6188,1134.6157,1127.0749,1132.0856,6441,1002.9836,1002.9836,996.1798,996.4731,522.99,0,0,0,0,0,0
138,897.2453,904.7287,896.3611,903.5555,1137,99.938,100.3772,99.7636,99.837,1163.2,97.3013,97.8198,93.526,93.7261,13424.64,82.2917,88.4679,82.1864,82.4066,1510,1132.0856,1136.0373,1131.9735,1134.3942,2260,988.3179,988.3179,976.0949,978.4455,511.59,0,0,0,0,0,-1
139,903.5555,903.7875,901.0301,901.1968,3188,99.9915,100.4766,99.7812,100.4082,1720.8,93.7261,94.6577,93.5612,94.4721,12215.11,82.4066,83.9978,82.3087,83.873,1033,1134.3942,1140.3784,1131.9857,1137.0184,6441,986.1723,1003.5816,986.1723,999.0277,519.63,-1,0,-1,0,1,0
140,901.1968,901.47,897.8252,898.6637,7582,100.446,101.0702,100.3474,101.0044,1755.5,94.4721,94.5762,94.3138,94.4481,5714.1,83.873,83.9676,83.7249,83.9432,1273,1137.0184,1142.8567,1136.7331,1139.8137,3390,996.2697,1025.1315,996.2697,1019.5725,522.53,0,0,0,0,0,0
141,898.6637,905.6905,898.1212,904.3485,1461,101.0608,101.1411,100.8296,100.9953,1466.9,94.4481,95.0645,93.073,93.7357,9687.58,83.9432,84.2839,83.7853,84.2753,1769,1139.8137,1142.4813,1138.006,1142.3902,3051,1025.9431,1028.242,1004.7276,1015.6368,519.85,0,0,0,0,0,0
142,904.3485,911.6719,904.305,910.0981,5450,100.7881,101.1453,100.7807,100.9526,854.2,93.7357,94.3649,92.7366,92.942,13554.16,84.2753,84.6878,84.1786,84.6695,1736,1142.3902,1148.5111,1139.9439,1145.2408,8588,1016.0792,1016.1356,1002.7423,1002.7551,524.08,0,0,0,0,0,0
143,910.0981,917.1364,909.6201,915.7956,3962,100.854,101.196,100.3613,100.4395,946.4,92.942,93.6235,92.9049,93.2154,7359.82,84.6695,84.7844,84.6409,84.7182,1940,1145.2408,1159.6685,1142.2757,1156.4,9718,1002.679,1023.8392,1002.679,1023.8392,527.95,0,0,0,0,0,0
144,915.7956,922.5425,915.7204,921.8254,6414,100.5941,100.6861,99.8506,99.9438,1282,93.2154,94.3202,93.0566,94.0889,12283.8,84.7182,84.7761,84.5842,84.6203,1159,1156.4,1158.7721,1149.2331,1150.8786,3842,1024.8661,1031.3193,1019.3253,1026.4987,523.65,0,0,-1,0,0,0
145,921.8254,929.0294,921.584,927.3418,1606,99.9072,100.5507,99.7624,100.4494,1120.2,94.0889,94.2261,93.2421,93.4636,5861.08,84.6203,84.7092,78.4871,84.5586,1001,1150.8786,1153.6951,1150.2315,1151.4531,274364,1028.1549,1036.136,1022.2996,1023.4042,515.72,0,0,0,0,0,0
146,927.3418,928.4724,924.0146,924.8366,2449,100.4801,101.1404,100.3941,101.0305,560.1,93.4636,93.8134,91.675,92.0914,11125.54,84.5586,90.7725,84.4608,84.6156,1107,1151.4531,1157.11,1150.9983,1154.2273,4746,1029.2876,1042.2592,1028.4184,1028.4184,521.5,1,0,0,0,0,1
147,924.8366,925.9761,922.3575,922.414,5488,101.0166,101.023,100.8354,100.9174,727.1,92.0914,92.24,90.5642,90.5804,5359.28,84.6156,88.0631,81.5486,84.9944,1525,1154.2273,1160.0494,1153.8045,1156.9274,2034,1034.3847,1072.2175,1034.3847,1065.106,524.09,0,0,0,0,-1,0
148,922.414,926.4007,921.6517,925.6431,718,100.8014,101.021,100.6134,100.9436,1401.6,90.5804,90.666,88.6251,89.0218,8775.05,84.9944,86.6608,84.9345,86.5207,1260,1156.9274,1162.7473,1156.8677,1159.7395,3390,1062.8824,1071.0804,1061.7472,1064.6926,520.77,0,0,0,0,0,0
149,925.6431,929.178,924.7507,927.5069,6857,100.6446,100.9176,100.0194,100.3715,2120.3,89.0218,89.2606,87.6983,88.2781,9691.96,86.5207,86.6509,86.2008,86.2868,1584,1159.7395,1162.878,1158.292,1162.4153,5198,1064.5914,1065.2377,1058.3747,1061.1249,521.38,0,0,0,0,0,0
150,927.5069,929.9305,926.3682,929.8231,6099,100.2161,100.4601,99.7923,99.9327,986.3,88.2781,88.7146,87.6761,87.8914,12958.97,86.2868,86.7556,86.2087,86.6659,1363,1162.4153,1166.5923,1158.9291,1165.2608,2599,1059.3046,1067.633,1053.7519,1055.0639,520.27,0,0,0,0,0,1
151,929.8231,931.8697,928.1222,931.568,6526,99.8832,99.9623,99.7628,99.8868,1083.8,87.8914,89.9939,87.762,89.438,10056.96,86.6659,92.7944,86.2874,86.3354,1552,1165.2608,1170.8769,1162.9888,1167.8167,3051,1054.922,1056.7801,1042.0047,1042.0047,523.07,-1,0,0,0,0,0
152,931.568,933.1075,928.8005,930.5935,6980,99.8991,100.009,99.7008,99.8785,1459.8,89.438,90.4727,89.3622,90.4682,9820.58,86.3354,86.4071,84.9718,85.0007,1418,1167.8167,1172.4598,1166.9943,1170.6825,10170,1045.0712,1045.0712,1030.2409,1034.623,522.46,0,0,0,0,0,0
153,930.5935,933.4594,929.5162,932.7852,1746,99.591,100.6284,99.5501,100.3325,1198.8,90.4682,90.6322,89.517,89.6295,10933.94,85.0007,85.0606,84.515,84.624,1094,1170.6825,1173.627,1167.8607,1173.4309,2147,1034.6563,1042.7978,1031.3826,1039.2152,518.36,0,0,1,0,-1,0
154,932.7852,933.408,930.2466,931.1116,8455,101.0577,101.1796,100.1814,100.922,1233.6,89.6295,89.6494,89.6225,89.6369,6910.53,84.624,84.7368,84.3042,84.4223,1269,1173.4309,1177.2071,1170.6687,1176.3623,791,1041.4778,1060.5168,1033.5493,1060.5168,517.7,0,0,0,0,0,0
155,931.1116,932.8772,926.4577,927.5614,3531,100.9644,101.1065,100.9011,101.0261,2008.3,89.6369,90.8501,88.8462,90.517,6324.96,84.4223,84.5831,83.9094,84.0614,1674,1176.3623,1180.7248,1172.9299,1179.0603,2373,1062.0104,1062.2465,1049.1282,1054.1896,515.26,0,0,0,0,0,0
156,927.5614,928.2208,923.4213,925.0441,6768,101.1001,101.1457,101.0194,101.1003,2107.3,90.517,90.7358,90.2424,90.3509,9620.63,84.0614,84.1464,83.6769,83.785,1969,1179.0603,1183.1855,1177.2146,1181.6337,8023,1055.5326,1055.5326,1037.5991,1039.894,520.94,-1,0,1,0,0,0
157,925.0441,925.7505,922.7578,924.5015,5046,100.7963,101.1637,100.7486,100.7958,1157.3,90.3509,90.6352,89.6872,89.8992,8248,83.785,83.8247,83.5835,83.6143,1363,1181.6337,1186.9713,1180.0443,1184.3887,10057,1033.7756,1033.7756,1015.5505,1026.2676,522,0,0,0,0,0,0
158,924.5015,924.7159,924.2083,924.6701,740,100.6623,100.8895,100.4088,100.4215,823.4,89.8992,90.4442,88.7603,88.8625,12831.96,83.6143,83.6566,83.4847,83.5281,1663,1184.3887,1186.9464,1183.9152,1186.8364,904,1024.6337,1029.5372,1018.3561,1021.4248,517.52,0,0,0,0,0,0
159,924.6701,927.86,924.2725,926.0677,7240,100.5929,100.6445,100.3042,100.4369,959.2,88.8625,89.1841,88.2159,88.387,13093.86,83.5281,83.9407,83.4956,83.7822,1504,1186.8364,1192.5716,1183.3575,1189.4574,2599,1018.732,1021.1814,1006.2859,1012.3064,512.55,0,0,0,0,-1,1
160,926.0677,926.6554,920.9367,922.3653,3517,100.7134,100.8437,100.3332,100.5875,1430.9,88.387,88.6999,88.0457,88.3796,11129.72,83.7822,83.7907,83.4536,83.5071,1349,1189.4574,1193.4488,1187.309,1191.9231,3390,1013.2412,1020.9276,1008.6149,1014.5013,524.15,0,0,0,0,0,0
161,922.3653,922.8839,918.425,920.2761,2595,100.8479,100.9451,100.5739,100.7953,1625.3,88.3796,89.636,88.1925,89.4831,6461,83.5071,83.6654,83.102,83.2193,1857,1191.9231,1196.5071,1190.988,1194.6374,10848,1021.1905,1022.7204,999.5077,1002.5652,518.76,0,0,0,0,0,0
162,920.2761,920.7385,918.1087,918.2916,2380,100.9083,100.9451,100.7465,100.8973,1593.5,89.4831,91.8052,89.2809,91.568,12199.46,83.2193,83.7618,83.1372,83.6286,1249,1194.6374,1198.0502,1191.5083,1197.1559,1469,1007.8829,1026.2084,1007.8829,1026.2084,520.72,0,-1,1,0,0,0
163,918.2916,918.8572,916.1378,916.5009,2756,100.8446,100.9225,100.7104,100.8549,1622.3,91.568,91.8439,88.9133,89.2306,10882.12,83.6286,83.6542,83.5305,83.5486,1688,1197.1559,1203.3373,1196.1976,1200.1087,6780,1030.2433,1039.8981,1030.2433,1038.3739,525.99,0,0,0,0,1,1
164,916.5009,917.6304,913.2298,914.2251,8047,100.7114,100.9072,100.303,100.5684,1973.5,89.2306,90.1506,89.1748,90.0325,6869.76,83.5486,83.6297,83.5172,83.5302,1105,1200.1087,1205.727,1198.989,1203.0452,3842,1041.601,1042.7993,1032.618,1035.7627,521.37,0,0,0,0,0,0
165,914.2251,915.2949,912.2633,913.3919,715,100.655,100.698,100.1213,100.3675,2070.5,90.0325,90.537,90.0242,90.2842,7053.56,83.5302,86.6953,80.4096,83.4679,1706,1203.0452,1206.8161,1199.9353,1205.6109,10509,1038.9956,1038.9956,1020.4407,1020.7255,523.15,1,1,0,0,0,0
